5714 ROBERTSON HOUSTON TX 77009-1452,453V,15-022,COMP MAINT,CHECK MTR
5322 MALMEDY RD HOUSTON TX 77033-1612,534N,03-033,COMP MAINT,CHECK MTR
11920 HIGH STAR DR HOUSTON TX 77072-1317,529E,08-032,COMP MAINT,CHECK MTR
1403 BLALOCK RD 06 HOUSTON TX 77055-4413,450X,12-026,COMP MAINT,CHECK ERT
103 JENKINS HOUSTON TX 77003-2721,494P,19-006,COMP MAINT,CHECK MTR
1402 MALONE P1-2 HOUSTON TX 77007-0000,492G,09-005,COMP MAINT,CHECK MTR
10203 VALENCIA DR HOUSTON TX 77013-5226,495H,17-037,COMP MAINT,CHECK MTR
4018 CURLY OAKS DR 915 HOUSTON TX 77053-1425,572S,06-005,COMP MAINT,CHECK MTR
2026 SOUTHERN PINES DR KINGWOOD TX 77339-0000,336G,20-014,COMP MAINT,CHECK REG
401 NORTHWOOD HOUSTON TX 77009-5320,453X,15-007,COMP MAINT,CHECK MTR
2614 SOUTHMORE BLVD HOUSTON TX 77004-7706,533B,04-046,COMP MAINT,CHECK ERT
1930 SHADOW ROCK DR KINGWOOD TX 77339-0000,296Y,20-022,COMP MAINT,CHECK MTR
8903 PARKETTE DR HOUSTON TX 77078-3343,455C,17-065,COMP MAINT,CHECK ERT
9228 E AVENUE O HOUSTON TX 77012-2224,535C,19-045,COMP MAINT,CHECK ERT
1819 NINA LEE LN HOUSTON TX 77018-3027,452J,14-018,COMP MAINT,CHECK MTR
7214 VALMONT DR HOUSTON TX 77016-2330,415P,16-004,COMP MAINT,CHECK MTR
4224 POLK HOUSTON TX 77023-1732,494S,19-005,COMP MAINT,CHECK MTR
1107 CASTLEDALE DR HOUSTON TX 77037-3423,413P,16-027,COMP MAINT,CHECK MTR
726 LINK RD HOUSTON TX 77009-0000,453T,15-004,COMP MAINT,CHECK ERT
4723 W ALABAMA HOUSTON TX 77027-4703,491V,10-011,COMP MAINT,CHECK MTR
2415 RUSSELL HOUSTON TX 77026-6632,494B,18-021,COMP MAINT,CHECK MTR
2015 MCILHENNY HOUSTON TX 77004-1311,493U,04-040,COMP MAINT,CHECK MTR
10902 VISTA NORTE CT HOUSTON TX 77076-2524,413Y,16-029,COMP MAINT,CHECK MTR
9915 MILDA DR HOUSTON TX 77088-2125,411N,14-040,COMP MAINT,CHECK MTR
8225 CANTRELL HOUSTON TX 77074-0000,530M,05-074,COMP MAINT,CHECK MTR
4902 E LAURELDALE DR HOUSTON TX 77041-0000,450E,12-040,COMP MAINT,CHECK MTR
4918 TALINA WY HOUSTON TX 77041-0000,450E,12-073,COMP MAINT,CHECK MTR
910 TRAVIS HOUSTON TX 77002-5802,493Q,09-074,COMP MAINT,CHECK ERT
5742 CARTAGENA HOUSTON TX 77035-2510,571A,06-043,COMP MAINT,CHECK MTR
9021 W HARDY RD 1/2 HOUSTON TX 77022-2329,453H,15-037,COMP MAINT,CHECK MTR
819 E 43RD HOUSTON TX 77022-4641,453J,15-061,COMP MAINT,CHECK MTR
8918 BISSONNET 440 HOUSTON TX 77074-2404,530T,06-071,COMP MAINT,CHECK MTR
7926 SHARPCREST HOUSTON TX 77036-6448,530K,07-035,COMP MAINT,CHECK ERT
5725 INGOMAR WY HOUSTON TX 77053-0000,571Y,06-012,COMP MAINT,CHECK MTR
11603 BROOKLEDGE DR HOUSTON TX 77099-4140,529X,08-060,COMP MAINT,CHECK MTR
619 DERBYSHIRE HOUSTON TX 77034-0000,617B,02-034,COMP MAINT,CHECK MTR
13314 PEORIA HOUSTON TX 77015-4328,497A,17-045,COMP MAINT,CHECK MTR
2316 PENNINGTON HOUSTON TX 77093-6723,453D,15-039,COMP MAINT,CHECK MTR
7225 SOUTH HALL HOUSTON TX 77028-2360,455E,17-050,COMP MAINT,CHECK MTR
10719 OLYMPIA DR HOUSTON TX 77042-2818,489U,11-016,COMP MAINT,CHECK MTR
2902 TIDEWATER DR HOUSTON TX 77045-4729,572K,05-048,COMP MAINT,CHECK ERT
258 CALLOWAY HOUSTON TX 77029-4504,495V,18-047,COMP MAINT,CHECK MTR
3118 OVERCROSS DR HOUSTON TX 77045-3647,572F,05-047,COMP MAINT,CHECK REG
1126 RIVER BEND DR HOUSTON TX 77063-1524,490R,10-017,COMP MAINT,CHECK MTR
4817 TALINA WY HOUSTON TX 77041-0000,450A,12-073,COMP MAINT,CHECK MTR
4406 CONTINENTAL DR HOUSTON TX 77072-1206,529E,08-032,COMP MAINT,CHECK MTR
1566 GODWIN HOUSTON TX 77023-4525,494X,19-021,COMP MAINT,CHECK MTR
4428 ROSEMARY LN #B HOUSTON TX 77093-0000,414U,16-079,COMP MAINT,CHECK MTR
4215 TERRY HOUSTON TX 77009-4135,453Z,18-003,COMP MAINT,CHECK MTR
5942 SOUTH ACRES DR HOUSTON TX 77048-1206,574F,03-072,COMP MAINT,CHECK MTR
406 HAWKINS ST HOUSTON TX 77037-0000,413E,16-043,COMP MAINT,CHECK MTR
9109 HENRIETTA HOUSTON TX 77088-5925,412N,14-073,COMP MAINT,CHECK REG
8021 AVENUE C HOUSTON TX 77012-1305,495X,19-042,COMP MAINT,CHECK MTR
6416 TADLOCK LN HOUSTON TX 77085-0000,571T,06-069,COMP MAINT,CHECK MTR
8433 GULF FWY HOUSTON TX 77017-5001,535U,02-004,COMP MAINT,CHECK MTR
509 MAIN P1-1 HOUSTON TX 77002-0000,493L,09-071,COMP MAINT,CHECK ERT
5230 ANZIO RD HOUSTON TX 77033-2602,534S,03-034,COMP MAINT,CHECK REG
11510 MOONMIST DR HOUSTON TX 77072-1836,529F,08-032,COMP MAINT,CHECK MTR
120 SYLVESTER RD HOUSTON TX 77009-1314,453U,13-075,COMP MAINT,CHECK MTR
8131 FILLTOP HOUSTON TX 77028-4533,455P,17-036,COMP MAINT,CHECK MTR
2727 DUNVALE RD B/P1-2 HOUSTON TX 77063-0000,490U,08-075,COMP MAINT,CHECK MTR
3609 DU BOIS HOUSTON TX 77051-1414,533U,04-011,COMP MAINT,CHECK MTR
9319 DOVE WY HOUSTON TX 77075-0000,575V,03-060,COMP MAINT,CHECK ERT
5513 LONGMONT DR HOUSTON TX 77056-2342,491P,10-026,COMP MAINT,CHECK MTR
12723 WESTPARK DR HOUSTON TX 77082-5323,488Z,08-048,COMP MAINT,CHECK MTR
4331 BAYOU VISTA DR HOUSTON TX 77091-5333,451D,14-025,COMP MAINT,CHECK MTR
1718 BRONZE SUNSET CT HOUSTON TX 77345-0000,338A,20-066,COMP MAINT,CHECK MTR
7805 BATEMAN LN HOUSTON TX 77088-4211,411P,14-035,COMP MAINT,CHECK MTR
6114 ALETHA LN HOUSTON TX 77081-6307,531J,05-074,COMP MAINT,CHECK MTR
12555 WALLISVILLE RD BLDG #B HOUSTON TX 77013-0000,456Y,18-070,COMP MAINT,CHECK REG
1112 WAINWRIGHT HOUSTON TX 77022-6336,453M,15-029,COMP MAINT,CHECK MTR
6307 SHERWOOD DR HOUSTON TX 77021-2637,533M,04-023,COMP MAINT,CHECK MTR
2602 FOREST OAKS BLVD HOUSTON TX 77017-7118,536S,02-024,COMP MAINT,CHECK MTR
7826 FAIR ACRES HOUSTON TX 77072-3224,528M,08-040,COMP MAINT,CHECK MTR
2920 CETTI HOUSTON TX 77009-6912,493D,18-005,COMP MAINT,CHECK MTR
1618 BENSON HOUSTON TX 77020-2402,494F,18-022,COMP MAINT,CHECK MTR
1212 MCNEIL HOUSTON TX 77009-6935,493D,18-004,COMP MAINT,CHECK MTR
6910 AMARILLO HOUSTON TX 77020-6908,494H,18-061,COMP MAINT,CHECK MTR
13719 KENSINGTON PL HOUSTON TX 77034-5359,577W,02-034,COMP MAINT,CHECK MTR
7734 SHERMAN HOUSTON TX 77012-1244,495W,19-040,COMP MAINT,CHECK MTR
1902 CULLEN BLVD HOUSTON TX 77023-3508,494W,19-004,COMP MAINT,CHECK MTR
9411 E AVENUE K HOUSTON TX 77012-2841,535C,19-046,COMP MAINT,CHECK MTR
8402 BLACKBURN HOUSTON TX 77012-3321,535F,19-048,COMP MAINT,CHECK MTR
4212 BASSINGHAM DR KINGWOOD TX 77339-0000,296V,20-035,COMP MAINT,CHECK MTR
6014 COUNTRY FALLS LN HOUSTON TX 77345-1988,338A,20-066,COMP MAINT,CHECK MTR
5002 WILLOW GLEN DR 172 HOUSTON TX 77033-3543,533V,03-037,COMP MAINT,CHECK MTR
7000 WOODRIDGE DR 250 HOUSTON TX 77087-2712,535J,01-003,COMP MAINT,CHECK MTR
12211 WALDEMAR DR HOUSTON TX 77077-4904,488V,11-024,COMP MAINT,CHECK ERT
513 EVANSTON HOUSTON TX 77015-3809,497B,17-043,COMP MAINT,CHECK MTR
15918 CHIMNEY ROCK RD MISSOURI CITY TX 77489-3520,571W,06-026,COMP MAINT,CHECK MTR
14114 WOODNOOK DR HOUSTON TX 77077-0000,488E,11-043,COMP MAINT,CHECK MTR
5423 GRIGGS RD HOUSTON TX 77021-3716,534K,01-074,COMP MAINT,CHECK MTR
5200 HERSHE HOUSTON TX 77020-4412,494G,18-032,COMP MAINT,CHECK MTR
12706 REDFERN DR HOUSTON TX 77048-4134,574J,03-009,COMP MAINT,CHECK MTR
12716 WESTPARK DR HOUSTON TX 77082-5324,488Z,08-048,COMP MAINT,CHECK MTR
7002 BONHAM HOUSTON TX 77020-5304,494H,18-041,COMP MAINT,CHECK ERT
3512 SEABROOK HOUSTON TX 77021-5520,533Q,04-016,COMP MAINT,CHECK MTR
3306 TAMPA HOUSTON TX 77021-1144,533G,04-025,COMP MAINT,CHECK MTR
6914 STEARNS HOUSTON TX 77021-4621,533L,04-022,COMP MAINT,CHECK MTR
5238 PERSHING HOUSTON TX 77033-2722,534S,03-036,COMP MAINT,CHECK MTR
7240 LONG DR HOUSTON TX 77087-4208,534R,01-026,COMP MAINT,CHECK ERT
8157 LENORE HOUSTON TX 77017-4626,535U,02-006,COMP MAINT,CHECK MTR
3614 LANCASHIRE HOUSTON TX 77027-0000,491Z,10-012,COMP MAINT,CHECK ERT
9313 GRADY HOUSTON TX 77016-4203,454G,16-016,COMP MAINT,CHECK MTR
1639 WALTON HOUSTON TX 77009-2525,453T,15-004,COMP MAINT,CHECK MTR
5610 BEECHNUT HOUSTON TX 77096-1008,531N,07-061,COMP MAINT,CHECK MTR
1411 PROSPECT HOUSTON TX 77004-6837,493X,05-061,COMP MAINT,CHECK MTR
4522 ELI HOUSTON TX 77007-0000,492H,09-011,COMP MAINT,CHECK MTR
12119 PANAY DR HOUSTON TX 77048-4105,573R,03-011,COMP MAINT,CHECK MTR
8282 PARK PLACE BLVD D4 HOUSTON TX 77017-0000,535Q,02-014,COMP MAINT,CHECK MTR
203 ORIOLE HOUSTON TX 77018-6621,452M,15-064,COMP MAINT,CHECK MTR
3205 MELBOURNE HOUSTON TX 77026-1323,454N,15-048,COMP MAINT,CHECK MTR
1402 RED FOX DR CROSBY TX 77532-0000,378D,16-060,COMP MAINT,CHECK MTR
4733 DENMARK HOUSTON TX 77016-7004,454L,17-019,COMP MAINT,CHECK MTR
1240 WAVERLY HOUSTON TX 77008-6764,452Z,13-021,COMP MAINT,CHECK MTR
7302 REDDING RD HOUSTON TX 77036-5540,530J,07-037,COMP MAINT,CHECK ERT
5230 HUMMINGBIRD HOUSTON TX 77035-3015,531X,06-045,COMP MAINT,CHECK MTR
4726 FAIRGREEN LN HOUSTON TX 77048-0000,573M,03-019,COMP MAINT,CHECK MTR
5043 GLENMEADOW DR HOUSTON TX 77096-0000,531U,07-018,COMP MAINT,CHECK MTR
19319 BELLEAU WOOD DR HUMBLE TX 77338-0000,336U,16-078,COMP MAINT,CHECK REG
12117 DASHWOOD DR P1-2 HOUSTON TX 77072-4048,529E,06-077,COMP MAINT,CHECK MTR
2418 RIVERWAY OAK DR KINGWOOD TX 77339-0000,297V,20-058,COMP MAINT,CHECK MTR
11010 CHEVY CHASE DR HOUSTON TX 77042-2607,489U,11-017,COMP MAINT,CHECK MTR
6407 OAKNUT DR HOUSTON TX 77088-6422,411S,14-033,COMP MAINT,CHECK MTR
7030 COACHCREEK DR HOUSTON TX 77085-1302,571J,06-052,COMP MAINT,CHECK ERT
7135 OFFICE CITY DR 250 HOUSTON TX 77087-2715,535J,01-002,COMP MAINT,CHECK MTR
5602 MALMEDY RD HOUSTON TX 77033-1618,534N,03-033,COMP MAINT,CHECK MTR
4901 N MCCARTY HOUSTON TX 77013-3011,455U,18-073,COMP MAINT,CHECK MTR
11754 BELLAIRE 1/2 BLVD 11772-94 HOUSTON TX 77072-2452,529F,06-077,COMP MAINT,CHECK MTR
9711 EBB HOUSTON TX 77089-1211,576S,02-046,COMP MAINT,CHECK MTR
8026 LAWLER HOUSTON TX 77051-1308,533T,04-011,COMP MAINT,CHECK MTR
915 CENTERWOOD DR HOUSTON TX 77013-5730,496F,17-060,COMP MAINT,CHECK MTR
3461 WICKERSHAM LN HOUSTON TX 77027-4133,492T,10-008,COMP MAINT,CHECK MTR
224 REBECCA HOUSTON TX 77022-3125,453L,15-033,COMP MAINT,CHECK REG
10922 OVERLEA DR HOUSTON TX 77089-1610,576P,02-047,COMP MAINT,CHECK ERT
6723 WHITEFRIARS DR HOUSTON TX 77087-6556,534Y,01-078,COMP MAINT,CHECK MTR
1710 BOLSOVER #1 HOUSTON TX 77005-0000,532D,05-009,COMP MAINT,CHECK MTR
3510 MARONEAL HOUSTON TX 77025-1322,532F,05-021,COMP MAINT,CHECK MTR
4031 BELLEFONTAINE #A HOUSTON TX 77025-0000,532E,05-024,COMP MAINT,CHECK MTR
14329 S MAIN HOUSTON TX 77035-6542,570M,05-070,COMP MAINT,CHECK MTR
12409 ORMANDY HOUSTON TX 77085-1111,570M,05-070,COMP MAINT,CHECK MTR
3939 HILLCROFT HOUSTON TX 77057-7705,490Z,07-077,COMP MAINT,CHECK MTR
14549 MINETTA HOUSTON TX 77035-6523,570M,05-071,COMP MAINT,CHECK MTR
6475 HILLCROFT D HOUSTON TX 77081-0000,531E,05-077,COMP MAINT,CHECK MTR
6006 HILLCROFT HOUSTON TX 77081-0000,530D,05-077,COMP MAINT,CHECK MTR
4918 GATEWOOD HOUSTON TX 77053-2214,571V,06-014,COMP MAINT,CHECK MTR
3519 RIPPLEBROOK DR HOUSTON TX 77045-5725,572K,06-002,COMP MAINT,CHECK MTR
3206 WESTHAMPTON DR HOUSTON TX 77045-5732,572P,06-002,COMP MAINT,CHECK MTR
15807 BITRIDGE CR HOUSTON TX 77053-3710,571Z,06-018,COMP MAINT,CHECK MTR
4502 N RIPPLE RIDGE DR HOUSTON TX 77053-0000,611D,06-019,COMP MAINT,CHECK MTR
12430 OXFORD PARK 1/2 DR A HOUSTON TX 77082-0000,488V,11-078,COMP MAINT,CHECK MTR
8602 VINEARBOR HOUSTON TX 77033-3155,574A,03-043,COMP MAINT,CHECK MTR
1434 HERKIMER HOUSTON TX 77008-3842,452Z,13-019,COMP MAINT,CHECK MTR
402 W 16TH HOUSTON TX 77008-0000,452Z,13-020,COMP MAINT,CHECK MTR
719 TULANE HOUSTON TX 77007-0000,492D,13-023,COMP MAINT,CHECK MTR
2001 W 34TH A HOUSTON TX 77018-6108,452P,13-073,COMP MAINT,CHECK MTR
1519 DUNLAVY HOUSTON TX 77006-1005,492R,09-021,COMP MAINT,CHECK MTR
606 WALTON HOUSTON TX 77009-4534,453X,15-006,COMP MAINT,CHECK MTR
2814 GUNNERSBURY HOUSTON TX 77047,573P,03-015,COMP MAINT,CHECK MTR
10803 KIT HOUSTON TX 77096-5018,531X,06-047,COMP MAINT,CHECK MTR
5206 BROWNCROFT HOUSTON TX 77021-3709,534J,01-022,COMP MAINT,CHECK MTR
13823 WALNUT HOLLOW LN HOUSTON TX 77082-3315,488X,11-075,COMP MAINT,CHECK MTR
6060 SKYLINE DR D/#D HOUSTON TX 77057-7004,491W,07-077,COMP MAINT,CHECK REG
14315 BROADGREEN DR HOUSTON TX 77079-6604,489E,12-005,COMP MAINT,CHECK MTR
15618 RAVEN TRL MISSOURI CITY TX 77489-2705,571X,06-025,COMP MAINT,CHECK MTR
16307 BIRD DOG DR P1-2 MISSOURI CITY TX 77489-5317,610B,06-030,COMP MAINT,CHECK MTR
12627 VERDANT BROOK DR HOUSTON TX 77085-0000,571K,06-054,COMP MAINT,CHECK MTR
12578 CHISWICK RD HOUSTON TX 77047-0000,572R,06-060,COMP MAINT,CHECK MTR
4623 TRAIL LAKE DR HOUSTON TX 77045-4143,571M,06-061,COMP MAINT,CHECK MTR
5427 LOTUS HOUSTON TX 77085-0000,571L,06-066,COMP MAINT,CHECK MTR
9951 SOUTHWEST FWY HOUSTON TX 77074-0000,530S,06-071,COMP MAINT,CHECK MTR
11810 S SAM HOUSTON PKY W HOUSTON TX 77031-0000,569D,06-071,COMP MAINT,CHECK MTR
7210 SCOTT 1/2 HOUSTON TX 77021-5632,533Q,04-016,COMP MAINT,CHECK MTR
10415 BISSONNET HOUSTON TX 77099-0000,529U,06-074,COMP MAINT,CHECK MTR
10565 S SAM HOUSTON PKY W HOUSTON TX 77053-0000,529Z,06-074,COMP MAINT,CHECK MTR
6031 SPELLMAN RD HOUSTON TX 77096-5842,530Z,07-008,COMP MAINT,CHECK MTR
5050 GLENMEADOW DR HOUSTON TX 77096-4212,531U,07-018,COMP MAINT,CHECK MTR
8910 PONTIAC DR HOUSTON TX 77096-2116,531N,07-024,COMP MAINT,CHECK MTR
3102 ELPYCO HOUSTON TX 77051-4134,573F,04-001,COMP MAINT,CHECK ERT
7718 REDDING RD HOUSTON TX 77036-6844,530J,07-037,COMP MAINT,CHECK MTR
7723 DEL REY LN B HOUSTON TX 77071-0000,530U,07-041,COMP MAINT,CHECK MTR
408 WESTHEIMER RD P1-2 HOUSTON TX 77006-0000,493S,09-033,COMP MAINT,CHECK ERT
10906 ENSBROOK DR HOUSTON TX 77099-4706,569B,08-001,COMP MAINT,CHECK MTR
9311 SHARPCREST HOUSTON TX 77036-6049,530J,08-021,COMP MAINT,CHECK MTR
4347 BANEWAY DR HOUSTON TX 77072-1811,529F,08-032,COMP MAINT,CHECK MTR
7703 WINTER GLEN LN HOUSTON TX 77072-3142,528L,08-042,COMP MAINT,CHECK MTR
7702 MILLER GLEN LN HOUSTON TX 77072-3126,528L,08-042,COMP MAINT,CHECK MTR
7207 CABRINA LN HOUSTON TX 77083-4874,528L,08-044,COMP MAINT,CHECK MTR
10814 S KIRKWOOD RD HOUSTON TX 77099-5009,529X,08-060,COMP MAINT,CHECK MTR
6119 MAXIE P1-1 HOUSTON TX 77007-0000,492F,09-005,COMP MAINT,CHECK MTR
5219 WASHINGTON 1/2 AV P1-2 HOUSTON TX 77007-0000,492G,09-007,COMP MAINT,CHECK MTR
4007 GIBSON HOUSTON TX 77007-5727,492M,09-010,COMP MAINT,CHECK MTR
4402 LILLIAN #7 HOUSTON TX 77007-5675,492H,09-011,COMP MAINT,CHECK MTR
2119 TAFT HOUSTON TX 77006-0000,493N,09-023,COMP MAINT,CHECK MTR
201 WESTHEIMER RD B HOUSTON TX 77006-0000,493T,09-032,COMP MAINT,CHECK MTR
414 AVONDALE C/C HOUSTON TX 77006-0000,493S,09-033,COMP MAINT,CHECK MTR
1701 HAVER HOUSTON TX 77006-2411,492V,09-036,COMP MAINT,CHECK MTR
1637 MARSHALL HOUSTON TX 77006-4121,492V,09-037,COMP MAINT,CHECK MTR
4009 DUNLAVY HOUSTON TX 77006-4707,492V,09-042,COMP MAINT,CHECK MTR
2217 HULDY ST HOUSTON TX 77019-0000,492V,09-046,COMP MAINT,CHECK MTR
55 TIEL WY HOUSTON TX 77019-0000,492L,09-048,COMP MAINT,CHECK MTR
2222 LOUISIANA P1-1 HOUSTON TX 77002-0000,493P,09-072,COMP MAINT,CHECK MTR
1625 ONEIL HOUSTON TX 77019-5431,493P,09-072,COMP MAINT,CHECK MTR
1810 GILLETTE HOUSTON TX 77019-0000,493P,09-072,COMP MAINT,CHECK MTR
807 E HEIGHTS HOLLOW LN HOUSTON TX 77008-0000,493E,09-073,COMP MAINT,CHECK MTR
10006 CHEVY CHASE DR HOUSTON TX 77042-2414,489V,11-014,COMP MAINT,CHECK MTR
2049 WOODLAND PARK DR 1/2 HOUSTON TX 77077-6425,489P,11-022,COMP MAINT,CHECK MTR
2277 S KIRKWOOD RD 706/P1-1 HOUSTON TX 77077-6116,489S,11-024,COMP MAINT,CHECK MTR
880 TULLY RD 55/#55 HOUSTON TX 77079-5400,488H,11-077,COMP MAINT,CHECK MTR
11207 ROYCE PALMS DR HOUSTON TX 77042-0000,489Y,11-078,COMP MAINT,CHECK MTR
521 SHANE HOUSTON TX 77076-0000,412H,16-072,COMP MAINT,CHECK MTR
5506 HUISACHE HOUSTON TX 77081-6628,531K,05-075,COMP MAINT,CHECK ERT
10803 CLEAR ARBOR LN HOUSTON TX 77034-0000,576V,02-077,COMP MAINT,CHECK MTR
316 E 31ST HOUSTON TX 77018-8416,453N,15-001,COMP MAINT,CHECK MTR
4221 BETTIS DR HOUSTON TX 77056-4401,491V,10-078,COMP MAINT,CHECK MTR
8926 BELLFLOWER HOUSTON TX 77063-5530,490Y,11-060,COMP MAINT,CHECK MTR
